Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,Value,NumericValue,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28132855,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2014,49.9,0.49928,2022-03-02T14:07:01Z,2014,01-01-14,31-12-14
28132856,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2013,47.2,0.47208,2022-03-02T14:07:01Z,2013,01-01-13,31-12-13
28132857,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2012,44.8,0.44844,2022-03-02T14:07:01Z,2012,01-01-12,31-12-12
28132858,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2011,0,0,2022-03-02T14:07:01Z,2011,01-01-11,31-12-11
28132859,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2010,0,0,2022-03-02T14:07:01Z,2010,01-01-10,31-12-10
28132860,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2020,19.8,0.19769,2022-03-02T14:07:01Z,2020,01-01-20,31-12-20
28132861,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2019,22,0.21965,2022-03-02T14:07:01Z,2019,01-01-19,31-12-19
28132862,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2018,20.2,0.20218,2022-03-02T14:07:01Z,2018,01-01-18,31-12-18
28132863,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2017,22.8,0.22758,2022-03-02T14:07:01Z,2017,01-01-17,31-12-17
28132864,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2016,26.1,0.26073,2022-03-02T14:07:01Z,2016,01-01-16,31-12-16
28132865,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2015,22.2,0.22181,2022-03-02T14:07:01Z,2015,01-01-15,31-12-15
28132866,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2014,30.6,0.30551,2022-03-02T14:07:01Z,2014,01-01-14,31-12-14
28132867,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2013,14.3,0.14295,2022-03-02T14:07:01Z,2013,01-01-13,31-12-13
28132868,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2012,1.8,0.01832,2022-03-02T14:07:01Z,2012,01-01-12,31-12-12
28132869,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2011,0,0,2022-03-02T14:07:01Z,2011,01-01-11,31-12-11
28132870,MALARIA_IPTP3_COVERAGE,COUNTRY,ZWE,YEAR,2010,0,0,2022-03-02T14:07:01Z,2010,01-01-10,31-12-10
